#KEY	C23.fq	C25.fq	C28.fq	K05.fq	K23.fq	K25.fq
Gm45914	21	21	34	9	12	34
Gm45915	1	1	0	1	1	1
Gm45916	88	100	92	225	119	173
Gm45923	0	0	0	0	0	0
Gm45924	2	1	5	5	1	4
Gm45927	0	0	0	0	0	0
Gm45928	0	0	0	0	0	0
Gm45929	0	0	0	0	0	0
Gm45935	0	0	0	0	0	0
Gm45952	0	1	0	0	0	0
Gm45972	325	376	337	286	109	396
Gm4598	0	1	0	0	0	1
Gm46046	3	4	4	6	0	4
Gm46065	0	0	0	0	0	0
Gm46091	0	0	0	0	0	0
Gm4610	0	4	3	153	3	2
Gm46100	0	0	0	0	0	0
Gm46111	0	0	0	0	0	0
Gm46120	0	0	0	0	0	0
Gm46270	49	38	67	64	30	71
Gm46272	52	92	65	65	16	74
Gm4632	0	1	0	1	0	0
Gm46430	228	218	208	37	59	149
Gm46458	0	0	0	0	0	0
Gm4651	2	4	0	2	1	2
Gm46545	0	0	0	0	0	0
Gm46567	2	8	1	8	0	4
Gm46597	1	0	1	1	1	0
Gm46609	2	1	0	1	0	0
Gm46637	0	0	0	0	0	0
Gm46666	1	9	0	0	2	6
Gm4668	0	0	0	1	0	1
Gm46732	19	7	5	10	4	4
Gm46735	6	10	6	6	11	7
Gm46741	9	13	14	7	2	7
Gm4675	1	17	8	8	3	19
Gm46764	136	128	151	169	21	59
Gm46840	41	4	2	0	16	29
Gm46841	2	3	7	0	2	11
Gm46851	0	1	0	0	0	0
Gm46891	135	181	210	160	71	172
Gm46901	36	21	21	14	16	31
Gm46943	1	5	5	0	0	0
Gm46947	0	0	0	0	0	0
Gm46993	0	0	0	0	0	0
Gm4710	0	0	0	0	0	0
Gm47112	15	25	5	29	7	12
Gm47189	0	0	0	0	0	0
Gm4719	0	0	0	0	0	0
Gm4724	0	0	0	0	0	0
Gm4736	0	0	0	0	0	0
Gm4737	358	118	173	294	679	94
Gm47415	0	0	0	0	0	0
Gm4750	0	0	0	0	0	0
Gm4759	0	4	1	0	0	10
Gm47708	0	0	0	2	0	0
Gm47754	8	0	5	1	4	13
Gm4779	0	0	2	0	0	0
Gm4787	6	8	6	2	0	6
Gm4788	160	0	0	0	2	0
Gm4791	0	0	0	0	0	0
Gm4792	0	0	0	0	0	0
Gm4793	1	3	4	0	5	1
Gm4814	4	1	0	18	0	1
Gm4827	7	1	1	0	0	3
Gm4832	0	2	1	0	0	0
Gm4836	0	0	0	0	0	0
Gm4841	1	3	4	2	0	4
Gm4846	0	0	0	0	0	0
Gm4847	1	0	0	1	0	0
Gm4850	1	0	0	0	0	0
Gm48551	0	0	0	0	0	0
Gm48552	0	0	0	0	0	0
Gm4861	0	1	1	0	0	0
Gm4868	0	0	0	0	0	0
Gm4869	0	6	1	0	0	1
Gm4871	0	0	0	0	0	0
Gm4872	0	0	0	0	0	0
Gm4876	17	17	6	13	2	2
Gm4884	0	0	0	0	0	0
Gm4890	11	5	14	12	5	16
Gm48908	19	2	4	1	0	0
Gm4894	0	0	0	0	0	0
Gm48957	1	3	0	3	0	1
Gm4907	0	0	0	0	0	0
Gm4922	0	0	0	0	1	0
Gm4925	1	1	4	1	0	3
Gm4926	0	0	0	0	0	0
Gm4951	62	20	16	7	12	41
Gm4952	27	0	2	0	4	5
Gm4956	0	0	0	0	0	1
Gm4961	1	0	4	1	2	1
Gm4971	0	0	0	0	0	0
Gm4981	0	0	0	0	0	0
Gm4984	0	1	4	1	0	1
Gm4988	0	0	0	0	0	0
Gm49890	130	465	236	112	11	54
Gm5	0	0	0	0	0	0
Gm50340	2	2	4	2	10	4
Gm50341	1	0	0	1	0	1
Gm5039	0	0	0	2	0	0
Gm5065	0	0	0	0	0	0
Gm5069	12	14	7	3	4	9
Gm5071	0	0	0	0	0	0
Gm5072	0	0	0	0	0	0
Gm5079	0	0	0	0	0	0
Gm5083	0	0	0	0	0	0
Gm5084	5	5	1	2	7	14
Gm5086	15	16	0	12	1	21
Gm5087	0	0	0	0	0	0
Gm5088	19	20	14	24	35	23
Gm5089	0	1	0	1	0	2
Gm5091	0	0	0	0	0	0
Gm5092	0	0	0	0	0	0
Gm5095	0	0	0	0	0	0
Gm5099	0	0	0	0	0	0
Gm51018	74	75	83	105	10	43
Gm5105	1	8	1	0	0	2
Gm5106	44	26	65	115	4	7
Gm5108	0	3	0	0	0	0
Gm5111	0	0	0	0	0	0
Gm5113	60	27	40	27	30	46
Gm5114	0	0	0	0	0	0
Gm5115	9	2	4	0	0	7
Gm5122	1	0	2	5	3	0
Gm5124	0	4	8	0	0	5
Gm5126	0	0	0	0	1	4
Gm51263	0	0	0	0	0	0
Gm51264	0	1	29	14	0	2
Gm51265	2	1	0	0	0	0
Gm51266	0	0	0	0	0	0
Gm51267	1	0	0	0	0	4
Gm51268	0	0	3	0	0	0
Gm51269	0	0	0	0	0	0
Gm5127	1	0	0	0	3	10
Gm51270	0	0	0	0	0	0
Gm51271	0	0	0	1	0	0
Gm51272	0	0	0	0	0	0
Gm51273	0	0	0	0	0	0
Gm51274	0	0	0	0	0	0
Gm51275	0	0	0	1	0	0
Gm51276	0	0	0	1	0	0
Gm51277	0	0	0	1	0	0
Gm51278	0	0	0	0	0	0
Gm51279	0	0	0	0	0	0
Gm5128	0	0	0	0	0	0
Gm51280	0	0	0	0	0	0
Gm51281	0	0	0	1	0	0
Gm51282	0	0	0	0	0	0
Gm51283	0	0	0	0	0	2
Gm51284	0	0	0	0	0	0
Gm51285	0	0	0	0	0	0
Gm51286	0	0	0	0	0	0
Gm51287	0	0	0	0	0	0
Gm51288	0	0	0	0	0	0
Gm51289	0	0	0	0	0	0
Gm5129	6	1	8	5	0	2
Gm51290	1	2	0	3	0	0
Gm51291	0	1	0	0	0	0
Gm51292	0	0	0	0	0	0
Gm51293	0	0	0	0	0	0
Gm51294	0	0	0	0	0	0
Gm51295	2	0	1	1	0	1
Gm51296	0	0	0	0	0	0
Gm51297	0	3	0	0	0	0
Gm5134	0	0	0	0	0	0
Gm5136	0	0	0	0	0	0
Gm5141	18	30	26	13	5	12
Gm5142	0	0	0	0	0	0
Gm51425	28	36	18	9	16	33
Gm5144	0	0	1	2	0	2
Gm5148	62	68	37	30	23	32
Gm5150	13	18	14	10	3	20
Gm51502	0	0	0	0	0	0
Gm5155	0	0	0	0	0	0
Gm51573	0	0	0	0	0	0
Gm51598	0	0	0	0	0	0
Gm51627	1	1	5	7	2	7
Gm51630	0	0	0	0	0	0
Gm5165	20	39	45	15	10	37
Gm5166	0	0	0	0	0	0
Gm51663	1	0	0	0	0	0
Gm5168	0	0	0	0	0	0
Gm5169	0	0	0	0	0	0
Gm51695	2	0	0	1	0	1
Gm5174	0	1	0	0	1	0
Gm5176	2	3	6	0	0	2
Gm5177	0	0	0	0	0	0
Gm51802	0	0	0	0	0	0
Gm51803	1	0	2	0	0	0
Gm51814	0	0	0	0	0	0
Gm51860	222	127	77	54	40	266
Gm51871	85	177	25	220	170	192
Gm52148	117	52	118	35	10	134
Gm52298	0	0	0	0	0	0
Gm52329	2	1	1	0	3	2
Gm52334	0	0	0	0	0	0
Gm52429	0	0	2	0	0	0
Gm52456	71	57	90	41	10	87
Gm525	0	0	0	0	0	0
Gm52513	0	0	0	0	0	0
Gm52520	7	0	0	0	11	0
Gm52562	216	135	122	231	13	86
Gm52687	1	1	0	1	3	6
Gm52688	0	0	0	0	1	0
Gm527	35	23	34	39	11	24
Gm52877	280	70	234	170	76	332
Gm52885	61	65	46	48	11	66
Gm52907	1	0	0	1	0	1
Gm5294	1	0	0	0	8	0
Gm52989	0	0	0	0	0	0
Gm53	0	0	0	0	0	0
Gm53055	1	4	1	2	0	2
Gm53057	0	0	0	0	0	0
Gm53058	8	3	1	0	2	2
Gm53059	0	4	1	1	0	2
Gm53063	0	0	0	0	0	0
Gm53065	2	2	0	0	5	1
Gm5334	0	0	0	0	0	0
Gm5347	0	0	0	0	0	0
Gm536	0	0	1	0	0	0
Gm5401	0	0	0	0	0	0
Gm5414	0	0	0	0	0	0
Gm5415	0	0	0	0	0	0
Gm5420	0	0	0	0	0	0
Gm5424	159	41	66	26	38	102
Gm5431	19	12	4	4	5	24
Gm5434	0	0	0	2	1	3
Gm5441	0	0	0	0	0	0
Gm5458	0	0	0	0	0	0
Gm5460	0	0	0	0	0	0
Gm5464	2	2	2	5	2	4
Gm5475	0	0	0	0	0	2
Gm5476	0	0	0	0	0	0
Gm5477	0	0	0	0	0	0
Gm5478	0	0	0	0	0	0
Gm5481	2	6	2	12	10	2
Gm5485	0	0	0	0	0	0
Gm550	1	4	3	1	0	0
Gm5512	2	0	5	0	0	3
Gm5523	0	0	0	0	0	0
Gm5524	6	1	0	0	0	0
Gm5532	5	1	15	0	4	2
Gm5535	2	3	2	0	0	4
Gm5544	2	1	0	0	0	0
Gm5547	2	3	0	0	2	11
Gm5563	1	0	0	0	0	0
Gm5565	0	0	0	0	0	0
Gm5570	0	0	0	0	0	0
Gm5577	13	16	26	15	2	15
Gm5591	0	0	0	0	0	0
Gm5592	0	0	0	0	0	0
Gm5617	45	25	26	28	48	45
Gm5622	0	0	0	0	0	0
Gm5627	0	0	0	0	0	0
Gm5640	0	0	0	0	0	0
Gm5643	0	5	4	4	0	1
Gm5645	0	0	0	0	0	0
Gm5646	0	0	0	0	0	0
Gm5662	0	0	0	1	0	0
Gm567	0	0	0	0	0	0
Gm572	2	0	0	6	14	12
Gm5724	0	0	0	0	0	0
Gm5737	1	0	0	0	0	0
Gm5741	3	2	1	4	4	2
Gm5766	0	0	0	0	0	0
Gm5767	2	0	0	0	3	0
Gm5771	0	0	0	0	209	58
Gm5779	0	2	0	0	0	0
Gm5784	23	25	32	7	8	7
Gm5795	0	0	0	0	0	0
Gm5796	0	1	0	1	0	0
Gm5797	0	0	0	0	0	0
Gm5798	0	0	0	0	0	0
Gm5800	0	0	0	0	0	0
Gm5801	1	0	2	2	0	0
Gm5817	23	24	19	11	47	43
Gm5820	8	8	21	7	3	4
Gm5833	0	3	0	0	0	0
Gm5859	0	0	0	0	0	0
Gm5860	0	1	0	0	0	1
Gm5861	0	1	0	1	0	1
Gm5862	1	0	0	0	0	0
Gm5878	0	0	0	0	0	0
Gm5885	0	0	0	0	0	0
Gm5886	0	0	0	2	0	0
Gm5891	0	0	0	0	0	0
Gm5893	0	0	0	0	0	0
Gm5897	0	0	0	2	1	0
Gm5901	22	27	20	14	1	25
Gm5907	0	0	1	0	0	0
Gm5914	15	9	12	23	6	7
Gm5915	1	3	3	1	5	5
Gm5916	0	0	0	0	0	0
Gm5925	0	0	0	0	0	0
Gm5930	0	0	0	0	0	0
Gm5934	0	0	0	0	0	0
Gm5935	0	0	0	0	0	0
Gm5936	0	0	0	0	0	0
Gm5938	0	0	0	0	0	0
Gm5941	1	0	0	0	0	0
Gm5947	0	0	0	1	0	0
Gm597	0	0	0	0	0	0
Gm6034	1	2	1	0	0	3
Gm6040	0	0	0	0	0	0
Gm6042	0	0	0	0	0	0
Gm6083	0	0	0	0	0	0
Gm609	5	2	0	0	28	21
Gm6093	388	72	244	672	17	48
Gm6116	3	2	1	0	0	5
Gm6117	0	0	0	0	0	0
Gm6121	0	0	0	0	0	0
Gm6135	0	0	0	0	0	0
Gm614	1	4	0	2	0	7
Gm6150	1	0	0	3	1	0
Gm6194	0	1	3	0	0	0
Gm6213	0	0	0	0	0	0
Gm6225	7	2	8	2	3	4
Gm6249	3	0	1	0	3	5
Gm6260	0	0	0	0	0	0
Gm6268	0	0	0	0	0	0
Gm6277	6	1	0	6	8	9
Gm6297	196	328	206	154	67	235
Gm6300	0	0	0	0	0	0
Gm6306	19	17	25	184	15	14
Gm6309	0	0	0	0	0	0
Gm6313	0	0	0	0	0	0
Gm6329	0	0	0	0	0	0
Gm6345	2	4	5	1	3	3
Gm6367	0	0	0	0	0	0
Gm6370	0	0	0	0	0	0
Gm6377	20	32	16	40	7	31
Gm6402	0	3	0	0	1	0
Gm6408	0	0	0	0	0	0
Gm6416	0	0	0	0	0	0
Gm6455	0	0	0	0	0	0
Gm6460	0	0	0	0	0	0
Gm6468	0	0	0	0	0	0
Gm648	0	0	0	1	3	1
Gm6482	0	0	0	0	0	0
Gm6498	0	2	0	0	0	0
Gm6521	32	137	47	41	3	34
Gm6524	0	0	0	1	0	0
Gm6525	1	1	1	1	0	0
Gm6536	0	0	0	0	0	0
Gm6548	127	144	133	95	30	166
Gm6551	0	0	0	0	0	1
Gm6557	0	0	0	0	0	0
Gm6559	0	0	1	0	0	0
Gm6566	13	13	14	24	7	14
Gm6567	0	0	0	0	0	0
Gm6568	0	0	0	4	0	0
Gm6569	0	2	1	2	5	0
Gm6570	3	0	0	0	2	0
Gm6578	1	1	0	0	4	0
Gm6583	2	1	2	1	0	0
Gm6588	0	0	0	0	0	0
Gm6592	2	4	0	2	1	3
Gm6600	0	0	0	0	0	0
Gm6602	0	0	0	0	0	0
Gm6607	0	0	1	0	0	0
Gm6614	0	0	0	0	0	3
Gm6619	0	0	0	0	0	0
Gm6623	0	0	0	1	0	0
Gm6634	44	14	77	38	0	5
Gm6637	1	0	0	0	0	12
Gm6639	0	0	0	0	0	0
Gm6642	0	0	0	0	0	0
Gm6644	2	2	0	0	0	1
Gm6647	0	0	0	0	0	0
Gm6650	3	1	6	3	0	0
Gm6653	0	0	0	4	0	1
Gm6654	9	8	10	17	2	17
Gm6657	0	0	0	0	0	0
Gm6710	0	0	1	0	1	1
Gm6712	39	42	30	23	6	54
Gm6713	0	0	0	0	0	0
Gm6721	0	0	0	0	0	1
Gm6729	0	0	0	0	0	0
Gm6756	0	0	0	0	0	0
Gm6760	0	0	0	0	0	0
Gm6763	0	0	0	0	0	0
Gm6787	4	3	0	5	2	1
Gm6793	24	34	26	29	9	17
Gm6803	0	0	0	0	0	0
Gm6812	0	0	0	0	0	0
Gm6815	0	0	0	0	0	0
Gm6871	0	0	0	0	0	0
Gm6878	0	0	0	0	0	0
Gm6902	0	0	0	0	0	0
Gm6936	0	0	0	0	0	0
Gm6938	0	0	0	0	0	0
Gm6961	0	0	1	0	0	0
Gm6981	4	4	4	2	0	3
Gm6994	3	0	5	1	1	3
Gm7008	5	2	6	3	1	1
Gm7030	0	0	0	0	2	0
Gm7056	0	0	0	0	0	0
Gm7072	149	186	184	179	66	177
Gm7073	0	0	0	0	0	0
Gm7102	0	0	0	0	0	1
Gm7104	0	0	0	0	0	0
Gm7134	0	0	0	0	0	0
Gm715	4	1	2	0	0	3
Gm7160	17	12	24	10	7	9
Gm7168	0	0	0	1	0	1
Gm7233	0	0	2	0	0	0
Gm7244	0	0	0	0	0	0
Gm7271	0	0	0	0	0	0
Gm732	0	0	0	0	0	0
Gm7334	0	0	0	0	0	0
Gm7337	0	0	0	0	0	0
Gm7347	1	0	0	3	0	0
Gm7356	0	0	0	0	0	0
Gm7361	1	0	0	6	0	2
Gm7367	52	45	84	87	20	82
Gm7429	0	1	1	2	2	0
Gm7444	1	0	0	0	0	1
Gm7457	0	0	1	0	0	0
Gm7467	10	13	13	10	13	4
Gm7538	0	2	0	0	0	0
Gm7550	0	0	0	0	0	0
Gm7579	0	0	0	0	0	0
Gm7592	0	5	2	0	0	4
Gm7607	0	0	0	0	0	0
Gm7609	1	1	0	0	3	0
Gm7616	0	0	0	0	0	0
Gm7628	39	24	12	22	16	22
Gm765	0	0	0	0	0	0
Gm7694	70	60	15	76	40	104
Gm7714	0	0	0	0	0	0
Gm773	0	0	0	0	0	0
Gm7759	0	0	0	0	0	0
Gm7762	0	0	0	0	0	0
Gm7788	0	0	0	0	0	0
Gm7819	0	0	0	0	0	0
Gm7827	0	0	0	1	0	0
Gm7854	15	2	6	13	5	13
Gm7889	0	0	0	0	0	0
Gm7903	0	0	0	0	0	0
Gm7904	0	0	1	3	0	1
Gm7931	2	2	4	5	1	10
Gm7932	7	5	6	4	2	11
Gm7945	0	0	0	0	0	0
Gm7954	0	0	0	0	0	0
Gm7967	0	0	0	0	0	1
Gm7970	0	0	0	0	0	0
Gm7972	3	8	8	6	4	7
Gm7977	0	0	0	0	0	0
Gm7980	0	0	0	0	0	0
Gm7991	0	0	0	0	0	0
Gm8005	0	0	0	0	0	0
Gm8013	1	0	0	1	1	2
Gm8016	0	0	0	0	0	0
Gm8020	0	0	0	0	0	0
Gm805	0	0	0	0	0	0
Gm8068	0	0	0	0	0	0
Gm807	9	6	56	35	0	4
Gm8096	0	0	0	0	0	0
Gm8098	17	33	12	5	0	3
Gm8126	2	1	11	4	0	0
Gm8127	1	0	4	0	0	0
Gm8138	0	0	0	0	0	0
Gm815	0	0	0	0	0	0
Gm8165	0	0	0	0	0	0
Gm8179	0	0	0	0	0	0
Gm8212	0	0	0	0	0	0
Gm8220	0	0	0	0	0	0
Gm8229	0	0	0	0	0	0
Gm8232	0	0	0	0	0	0
Gm8234	7	3	2	5	0	0
Gm8251	8	9	5	1	0	0
Gm826	0	0	1	1	0	0
Gm8267	0	0	0	0	0	0
Gm8273	0	1	2	3	7	5
Gm829	0	0	0	0	0	0
Gm8300	0	0	0	0	0	0
Gm833	0	0	0	0	0	0
Gm8363	0	0	0	0	0	0
Gm8369	4	0	1	4	2	8
Gm839	0	0	0	0	0	0
Gm8417	0	0	0	0	0	0
Gm8439	0	2	2	0	0	6
Gm8541	0	0	0	0	0	0
Gm8579	0	0	0	0	0	0
Gm8580	0	0	0	0	0	0
Gm8615	3	8	5	5	2	4
Gm8624	0	0	1	0	0	0
Gm8630	0	0	0	0	0	0
Gm8633	0	0	0	0	0	0
Gm867	12	12	8	26	66	24
Gm8709	0	0	0	0	0	0
Gm8749	0	0	0	0	0	0
Gm8764	0	0	0	0	0	0
Gm8765	0	0	0	0	0	0
Gm8773	5	6	7	2	0	5
Gm8801	0	0	0	1	0	0
Gm8817	0	1	0	0	0	0
Gm884	0	0	0	0	0	0
Gm8882	0	0	0	0	0	0
Gm8883	26	5	15	11	0	4
Gm8884	0	0	2	0	0	0
Gm8909	1	0	0	0	0	3
Gm8978	0	0	0	0	0	0
Gm8979	1	0	0	1	0	1
Gm8989	0	0	0	0	0	0
Gm9	0	0	0	0	0	0
Gm904	0	0	0	0	0	0
Gm9054	0	0	0	0	0	0
Gm9057	5	5	4	4	1	6
Gm906	0	0	0	0	0	0
Gm9079	2	7	2	5	3	13
Gm9112	0	0	0	0	0	0
Gm9199	6	6	0	0	0	10
Gm9222	449	295	215	389	65	279
Gm9376	0	0	0	0	0	0
Gm94	0	0	0	0	0	0
Gm9507	0	0	0	0	0	0
Gm9508	0	0	0	0	0	0
Gm9530	2	6	5	7	3	11
Gm9564	0	0	0	0	0	0
Gm9573	0	0	0	0	0	0
Gm9595	0	2	1	1	0	1
Gm960	4	10	5	10	3	4
Gm9639	0	0	0	0	0	0
Gm9696	0	0	0	0	0	0
Gm973	0	0	0	1	1	0
Gm9731	0	0	0	0	0	0
Gm9732	2	0	3	0	0	0
Gm9733	2	2	2	3	3	11
Gm9736	0	0	0	0	0	0
Gm9748	0	3	1	13	0	0
Gm9758	0	0	1	1	0	0
Gm9767	3	8	4	14	0	9
Gm9776	28	18	38	26	22	20
Gm9780	0	0	0	0	0	0
Gm9789	0	0	0	0	0	0
Gm9805	1	0	1	0	0	0
Gm9828	6	2	4	0	2	4
Gm9831	15	40	31	7	1	47
Gm9833	80	98	109	142	0	31
Gm9839	0	0	0	0	0	0
Gm9866	0	0	0	0	0	0
Gm9867	0	0	0	0	0	0
Gm9871	0	0	0	0	0	0
Gm9884	0	0	0	0	0	0
Gm9895	5	0	2	1	0	2
Gm9899	3	11	1	3	22	4
Gm9917	450	471	485	521	226	466
Gm9920	32	25	16	41	11	16
Gm9922	6	4	7	4	0	3
Gm9925	1	0	0	1	0	0
Gm9926	28	134	48	260	89	94
Gm9936	0	0	0	0	0	0
Gm9946	0	0	0	0	1	0
Gm9949	4	0	4	0	9	8
Gm9958	10	9	15	5	9	22
Gm9961	0	0	0	0	0	4
Gm9962	0	0	0	0	0	0
Gm9968	3	5	0	0	1	2
Gm9999	0	0	0	0	0	0
Gmcl1	275	261	332	210	83	258
Gmds	99	158	131	335	168	248
Gmeb1	198	248	288	238	65	264
Gmeb2	376	365	270	477	118	260
Gmfb	1277	1063	1219	1538	261	1041
Gmfg	75	54	36	49	78	233
Gmip	363	376	320	263	129	535
Gml	0	0	0	2	0	0
Gml2	0	0	0	2	2	0
Gmnc	0	0	0	0	0	0
Gmnn	100	88	206	243	39	89
Gmppa	433	394	384	446	404	464
Gmppb	241	184	189	131	205	285
Gmpr	42	43	54	27	28	53
Gmpr2	304	291	317	306	83	295
Gmps	562	590	820	1281	261	452
Gna11	760	615	770	1311	498	817
Gna12	806	760	573	578	134	667
Gna13	970	1009	1464	2005	329	1027
Gna14	15	83	19	12	55	198
Gna15	51	24	46	5	19	95
Gnai1	226	95	86	178	146	307
Gnai2	4537	4451	4277	5154	1333	5197
Gnai3	1890	1956	2148	2807	407	1407
Gnal	126	57	46	81	39	121
Gnao1	74	26	13	20	111	83
Gnaq	877	1052	866	895	301	931
Gnas	9320	7736	8086	10980	2494	6708
Gnasas1	15	19	9	17	2	9
Gnat1	29	0	0	0	3	1
Gnat2	30	12	16	4	17	4
Gnat3	1	0	0	0	1	6
Gnaz	11	17	10	8	16	58
Gnb1	3144	3439	4425	4506	945	3554
Gnb1l	35	38	42	31	31	31
Gnb2	2641	3247	2856	3554	1157	2416
Gnb3	1	1	1	2	0	2
Gnb4	533	293	677	278	71	260
Gnb5	173	116	98	139	40	121
Gne	276	292	203	214	184	357
Gng10	210	193	339	151	90	464
Gng11	215	166	97	127	66	356
Gng12	1173	1425	1128	1235	353	1412
Gng13	5	1	14	7	5	12
Gng2	192	171	101	116	53	321
Gng3	29	24	42	21	5	23
Gng4	4	2	18	7	32	34
Gng5	1142	1138	1191	1946	381	938
Gng5-ps	0	0	2	1	0	4
Gng7	26	26	6	16	33	55
Gng8	16	11	5	2	2	15
Gngt1	0	0	0	0	0	0
Gngt2	68	64	35	44	42	150
Gnl1	657	722	683	548	300	566
Gnl2	484	416	504	560	160	443
Gnl3	668	821	672	1256	237	444
Gnl3l	419	569	667	540	142	483
Gnmt	355	1	0	0	729	6
Gnpat	626	612	658	981	261	548
Gnpda1	271	277	324	163	88	382
Gnpda2	294	174	318	347	56	202
Gnpnat1	502	364	320	489	230	309
Gnptab	717	548	587	652	177	659
Gnptg	133	151	186	147	212	259
Gnrh1	14	21	18	21	4	11
Gnrhr	4	0	4	0	3	0
Gns	1506	1315	1683	1553	743	2906
Golga1	329	323	346	314	189	298
Golga2	1201	980	919	1556	495	906
Golga3	944	803	880	807	223	614
Golga4	944	1232	996	1408	653	1156
Golga5	441	318	412	592	317	418
Golga7	1250	860	802	1320	265	948
Golga7b	4	2	0	1	9	3
Golgb1	1787	1517	1125	930	605	1191
Golim4	2283	1919	1121	2176	369	995
Golm1	3033	3137	1898	3819	764	2246
Golm2	382	508	443	254	60	274
Golph3	1184	1484	1173	2065	547	1106
Golph3l	430	437	394	510	162	419
Golt1a	13	26	0	50	19	43
Golt1b	394	424	537	637	166	342
Gon4l	804	604	669	617	195	507
Gon7	24	43	32	43	3	44
Gopc	366	302	434	545	113	387
Gorab	109	167	182	140	41	106
Gorasp1	480	382	292	229	208	391
Gorasp2	1496	1141	1300	2025	1595	1189
Gosr1	376	414	594	509	196	529
Gosr2	753	544	926	925	454	1020
Got1	628	393	514	1047	119	299
Got1l1	1	2	0	0	1	0
Got2	1059	1146	1188	2137	432	975
Gp1ba	37	9	13	23	14	20
Gp1bb	16	20	20	12	4	16
Gp2	1	7	8	12	151437	534
Gp5	7	3	0	1	21	6
Gp6	0	0	0	0	0	0
Gp9	0	3	0	2	2	0
Gpa33	1	175	67	92	168	430
Gpaa1	396	452	525	395	282	480
Gpalpp1	419	465	444	518	155	465
Gpam	373	301	292	392	327	412
Gpank1	112	95	104	57	96	117
Gpat2	8	3	0	2	0	5
Gpat3	65	70	73	121	17	58
Gpat4	1278	979	911	929	334	797
Gpatch1	121	106	140	137	59	124
Gpatch11	145	99	176	81	65	123
Gpatch2	176	233	186	199	88	245
Gpatch2l	278	300	240	300	81	260
Gpatch3	96	62	79	51	40	103
Gpatch4	153	237	241	323	112	147
Gpatch8	494	473	691	543	164	497
Gpbar1	67	12	12	5	15	35
Gpbp1	905	846	1054	926	255	795
Gpbp1l1	567	503	500	486	249	604
Gpc1	1461	1645	1828	2559	98	1502
Gpc2	112	81	55	26	11	120
Gpc3	481	291	10	126	349	854
Gpc4	363	259	187	54	125	424
Gpc5	3	0	0	0	0	0
Gpc6	385	262	65	100	17	394
Gpcpd1	337	237	178	405	156	372
Gpd1	210	424	68	698	248	367
Gpd1l	258	256	145	246	234	480
Gpd2	383	486	705	1235	169	594
Gper1	7	25	11	4	3	21
Gpha2	2	1	1	0	0	4
Gphb5	0	0	0	4	0	0
Gphn	95	165	132	189	97	172
Gpi1	2540	4776	3851	6978	1728	2684
Gpihbp1	330	352	141	205	117	34
Gpkow	334	440	446	561	93	381
Gpld1	370	173	172	175	134	325
Gpm6a	30	7	13	3	22	26
Gpm6b	472	572	416	677	47	470
Gpn1	172	189	243	177	75	200
Gpn2	129	89	122	125	93	180
Gpn3	183	150	239	217	94	159
Gpnmb	125	161	187	215	304	254
Gpr1	1	0	0	1	6	2
Gpr101	0	0	0	0	0	0
Gpr107	860	645	534	635	212	708
Gpr108	354	398	480	381	409	493
Gpr119	0	0	0	0	2	1
Gpr12	0	0	1	0	0	0
Gpr132	23	27	12	21	18	165
Gpr135	40	17	24	5	3	22
Gpr137	333	235	234	360	199	329
Gpr137b	270	235	399	1130	74	178
Gpr137b-ps	272	253	390	590	90	279
Gpr137c	11	3	2	2	0	3
Gpr139	0	0	0	0	0	0
Gpr141	17	5	4	2	10	10
Gpr141b	0	4	0	0	0	9
Gpr142	0	0	0	0	3	2
Gpr143	5	1	3	0	0	0
Gpr146	262	366	166	217	130	385
Gpr149	3	0	3	0	0	1
Gpr15	4	7	3	2	3	8
Gpr150	2	1	0	0	0	2
Gpr151	4	0	1	0	0	1
Gpr152	2	1	1	0	0	0
Gpr153	723	495	575	303	53	803
Gpr155	77	41	26	37	40	135
Gpr156	2	1	0	6	0	5
Gpr157	32	26	21	37	15	68
Gpr158	1	0	1	0	5	8
Gpr160	21	24	18	13	21	99
Gpr161	177	142	123	268	32	100
Gpr162	82	43	47	24	12	57
Gpr165	0	1	2	3	1	0
Gpr17	40	7	12	125	18	22
Gpr171	75	69	26	40	9	119
Gpr173	60	31	27	13	11	22
Gpr174	0	5	0	0	0	31
Gpr176	99	142	103	40	46	161
Gpr179	1	2	2	0	21	0
Gpr18	7	7	6	4	6	12
Gpr180	282	195	198	218	131	288
Gpr182	67	4	12	8	22	16
Gpr183	22	24	17	3	8	57
Gpr19	43	36	62	88	41	53
Gpr20	1	0	0	0	4	2
Gpr21	0	1	1	4	0	2
Gpr22	1	2	0	0	0	1
Gpr25	0	15	3	7	1	5
Gpr26	0	0	0	0	0	0
Gpr27	3	8	8	13	8	67
Gpr3	5	4	2	2	0	3
Gpr31b	2	6	0	1	2	8
Gpr33	0	0	0	0	0	0
Gpr34	56	31	20	12	15	130
Gpr35	107	189	98	69	29	268
Gpr37	1	0	0	0	0	1
Gpr37l1	0	0	0	1	4	1
Gpr39	817	496	326	668	75	370
Gpr4	33	92	23	25	13	58
Gpr45	1	1	0	0	4	3
Gpr50	2	1	0	1	0	0
Gpr52	0	1	1	4	0	0
Gpr55	19	26	20	11	4	47
Gpr6	0	0	0	0	0	0
Gpr61	1	1	0	2	0	0
Gpr62	30	28	13	15	6	25
Gpr63	12	9	24	3	1	6
Gpr65	67	44	17	18	21	127
Gpr68	32	40	26	18	9	127
Gpr75	4	2	0	1	0	1
